Unnamed: 0,DayOfYear,Month,Date,Temperature (°C),Humidity (%),DewPoint,Precipitation (mm),Dengue
,96,Apr,6,29.4,75.3,23.9,0,7.714285714285714
,97,Apr,7,27.8,83.6,24.4,25.5,7.714285714285714
,98,Apr,8,27.1,85,24.1,45,7.714285714285714
,99,Apr,9,28.9,74.3,23.8,0,7.714285714285714
,100,Apr,10,29.3,75.4,23.9,0,7.714285714285714
,101,Apr,11,29.3,71.9,23.3,0,8.0
,102,Apr,12,28.5,74.5,23.3,74.8,8.0
,103,Apr,13,26.8,83.4,23.4,0,8.0
,104,Apr,14,28.3,74.1,23.1,0,8.0
,105,Apr,15,27.6,78.6,23.1,65.8,8.0
,106,Apr,16,29.1,73.1,23.4,0,8.0
,107,Apr,17,29,73.8,23.6,0,8.0
,108,Apr,18,29.3,74.6,23.7,33.9,14.142857142857142
,109,Apr,19,28.5,78.5,24.1,0,14.142857142857142
,110,Apr,20,27.4,82.4,23.6,33,14.142857142857142
,111,Apr,21,25.8,90.8,23.9,16.7,14.142857142857142
,112,Apr,22,28.6,76.3,23.9,11.7,14.142857142857142
,113,Apr,23,29.9,72.8,24.1,0,14.142857142857142
,114,Apr,24,28.4,78.5,23.9,0,14.142857142857142
,115,Apr,25,27.4,82.9,24,31.5,15.285714285714286
,116,Apr,26,28.6,76.5,23.6,0,15.285714285714286
,117,Apr,27,28.9,72.6,23,0,15.285714285714286
,118,Apr,28,29,72.1,23.3,0.2,15.285714285714286
,119,Apr,29,28.6,74.3,23.4,0,15.285714285714286
,120,Apr,30,28.1,79.4,23.9,0,15.285714285714286
May,121,May,1,28.5,76.9,23.9,0,15.285714285714286
,122,May,2,29.9,73.7,24.7,0,11.571428571428571
,123,May,3,28.8,81.6,25.3,58.9,11.571428571428571
,124,May,4,28.5,78.6,24.3,42.4,11.571428571428571
,125,May,5,28.9,76.4,24.1,0,11.571428571428571
,126,May,6,29,77.5,24.4,0,11.571428571428571
,127,May,7,28.3,80,24.2,0,11.571428571428571
,128,May,8,28.7,83.7,25.4,39.5,11.571428571428571
,129,May,9,26.1,92.7,24.4,32.1,11.428571428571429
,130,May,10,27.8,84.1,24.5,21.4,11.428571428571429
,131,May,11,27,84.4,24.1,33.2,11.428571428571429
,132,May,12,28.9,76,23.8,0.4,11.428571428571429
,133,May,13,28.6,82.8,25.3,5.9,11.428571428571429
,134,May,14,28.6,85.4,25.7,18.6,11.428571428571429
,135,May,15,29.6,78,25.8,10.8,11.428571428571429
,136,May,16,29.9,79,25.4,1.6,17.285714285714285
,137,May,17,29.5,77.9,25.4,2.3,17.285714285714285
,138,May,18,29.3,77.1,24.7,1.4,17.285714285714285
,139,May,19,28.6,82.8,25.1,1.7,17.285714285714285
,140,May,20,29,81.6,25.6,271.4,17.285714285714285
,141,May,21,29.1,82,26,4.9,17.285714285714285
,142,May,22,29.6,76.8,25,4.7,17.285714285714285
,143,May,23,28.9,78.1,24.4,1.3,11.0
,144,May,24,29.9,75.5,25,6.3,11.0
,145,May,25,29.9,75.8,25,0,11.0
,146,May,26,30,75.8,25.6,0,11.0
,147,May,27,30.5,75,25.6,0,11.0
,148,May,28,30,77.5,26,0,11.0
,149,May,29,30.1,76.1,25.9,0,11.0
,150,May,30,30.6,75.4,25.9,0,9.857142857142858
,151,May,31,29.4,79,25.4,0.8,9.857142857142858
Jun,152,Jun,1,29.1,77.9,24.5,6.8,9.857142857142858
,153,Jun,2,29.5,78,25.3,0.7,9.857142857142858
,154,Jun,3,29.4,79.1,25.4,4.3,9.857142857142858
,155,Jun,4,28,85.8,25.5,7.4,9.857142857142858
,156,Jun,5,26.3,88,24,12.4,9.857142857142858
,157,Jun,6,28.6,81.3,25.1,57.4,17.857142857142858
,158,Jun,7,29.5,79,25.4,23.1,17.857142857142858
,159,Jun,8,28.8,81,25.3,2.8,17.857142857142858
,160,Jun,9,29.3,77.9,25,4.7,17.857142857142858
,161,Jun,10,29.5,76,24.8,0,17.857142857142858
,162,Jun,11,29.3,75.6,24.3,0,17.857142857142858
,163,Jun,12,28.1,81.5,24.6,47.4,17.857142857142858
,164,Jun,13,29.9,72.4,24.1,0.3,20.571428571428573
,165,Jun,14,30,74,24.8,1.3,20.571428571428573
,166,Jun,15,29,81.4,25.5,8.7,20.571428571428573
,167,Jun,16,27.4,85.8,25,4.6,20.571428571428573
,168,Jun,17,27.6,86.1,24.9,16.6,20.571428571428573
,169,Jun,18,27.6,88.1,25.4,20.4,20.571428571428573
,170,Jun,19,28.5,81.6,25.1,21.1,20.571428571428573
,171,Jun,20,29.9,77,25.6,13.2,17.142857142857142
,172,Jun,21,29.4,77.4,25,1.1,17.142857142857142
,173,Jun,22,28.8,80.9,25,0,17.142857142857142
,174,Jun,23,29.3,80.5,25.4,9.8,17.142857142857142
,175,Jun,24,29.1,80.5,25.6,2.2,17.142857142857142
,176,Jun,25,29.6,76.5,24.8,8,17.142857142857142
,177,Jun,26,28.7,82,25.1,0,17.142857142857142
,178,Jun,27,28,79.7,23.7,28.9,12.142857142857142
,179,Jun,28,27.9,82.6,24.3,4.5,12.142857142857142
,180,Jun,29,27.3,82.8,24.1,13.1,12.142857142857142
,181,Jun,30,27.9,82.6,24.7,4.3,12.142857142857142
Jul,182,Jul,1,29.3,76.3,24.7,4.5,12.142857142857142
,183,Jul,2,29.3,76.8,24.5,4.6,12.142857142857142
,184,Jul,3,29.6,76.3,25,6.3,12.142857142857142
,185,Jul,4,29.7,76,25,2.9,22.285714285714285
,186,Jul,5,29.6,73.8,24.1,0,22.285714285714285
,187,Jul,6,29.8,71.6,24,0,22.285714285714285
,188,Jul,7,29.5,73,23.9,0,22.285714285714285
,189,Jul,8,29.8,71.9,24,0,22.285714285714285
,190,Jul,9,29.5,73.4,24,0.2,22.285714285714285
,191,Jul,10,29,76.7,24.4,1.1,22.285714285714285
,192,Jul,11,27.9,82.7,24.6,22.8,21.285714285714285
,193,Jul,12,29.5,74.5,24,0,21.285714285714285
,194,Jul,13,28.9,76.9,24.4,0.3,21.285714285714285
,195,Jul,14,29,77.4,24.6,0,21.285714285714285
,196,Jul,15,29.1,76.4,24.4,0,21.285714285714285
,197,Jul,16,29.3,79,25.3,0,21.285714285714285
,198,Jul,17,28.1,76.5,23.6,0.3,21.285714285714285
,199,Jul,18,29.1,77.9,24.7,0.3,21.285714285714285
,200,Jul,19,28.1,78.9,24,0,21.285714285714285
,201,Jul,20,28.6,78.4,24.3,0.7,21.285714285714285
,202,Jul,21,29.1,77.1,24.4,6.3,21.285714285714285
,203,Jul,22,28.5,76.5,23.8,3,21.285714285714285
,204,Jul,23,28.1,79,23.8,1.5,21.285714285714285
,205,Jul,24,28.1,76.8,23.5,23.5,21.285714285714285
,206,Jul,25,28.3,79.3,24,0,28.0
,207,Jul,26,28,81.1,24.4,0.7,28.0
,208,Jul,27,28,79.1,23.8,0,28.0
,209,Jul,28,28.5,75.9,23.6,0,28.0
,210,Jul,29,28.9,73.6,23.5,0,28.0
,211,Jul,30,29.3,72.5,23.9,0,28.0
,212,Jul,31,29.3,71.3,23.4,0,28.0
Aug,213,Aug,1,29.7,71.1,23.9,0,25.285714285714285
,214,Aug,2,29,74.9,23.9,5.2,25.285714285714285
,215,Aug,3,28.9,74.8,23.8,0.2,25.285714285714285
,216,Aug,4,27.1,86,24.5,6.1,25.285714285714285
,217,Aug,5,27.8,79.4,23.8,20.7,25.285714285714285
,218,Aug,6,29.1,74.9,24.1,0,25.285714285714285
,219,Aug,7,29.5,74.9,24.4,0,25.285714285714285
,220,Aug,8,29.4,72.3,24,0,16.714285714285715
,221,Aug,9,29.3,75,24,0,16.714285714285715
,222,Aug,10,30.3,72.1,24.3,0,16.714285714285715
,223,Aug,11,29.1,75.9,24.4,0.6,16.714285714285715
,224,Aug,12,29.4,75.3,24.3,0.6,16.714285714285715
,225,Aug,13,29.1,74.3,24,0,16.714285714285715
,226,Aug,14,29,74.3,23.9,0,16.714285714285715
,227,Aug,15,28.9,76.7,24.3,0,20.428571428571427
,228,Aug,16,27.6,82.5,24.3,1.8,20.428571428571427
,229,Aug,17,26.8,84.6,23.5,0,20.428571428571427
,230,Aug,18,27.4,82.3,24.3,9.7,20.428571428571427
,231,Aug,19,28.6,75.4,23.6,8.2,20.428571428571427
,232,Aug,20,28.5,80.4,24.4,1.3,20.428571428571427
,233,Aug,21,29.3,73.1,23.9,4.9,20.428571428571427
,234,Aug,22,29.3,77,24.7,0.3,16.428571428571427
,235,Aug,23,29.8,76,24.2,5.2,16.428571428571427
,236,Aug,24,28.4,81,24.8,20.5,16.428571428571427
,237,Aug,25,27.8,84.2,24.8,1.8,16.428571428571427
,238,Aug,26,29.3,75.6,24.3,1.9,16.428571428571427
,239,Aug,27,28.5,77.9,24.3,2.5,16.428571428571427
,240,Aug,28,27.5,82.8,24.1,6,16.428571428571427
,241,Aug,29,29.4,75,24.1,10.6,16.571428571428573
,242,Aug,30,28.8,80.3,24.6,0,16.571428571428573
,243,Aug,31,28.9,77.4,24.3,1.5,16.571428571428573
Sep,244,Sep,1,29.6,75.5,24.8,0,16.571428571428573
,245,Sep,2,29.3,76.8,24.6,0,16.571428571428573
,246,Sep,3,28,83.4,24.6,0.1,16.571428571428573
,247,Sep,4,27.1,81.9,23.6,57.3,16.571428571428573
,248,Sep,5,27.7,82.7,24.3,0,13.857142857142858
,249,Sep,6,28.1,77.9,23.8,0,13.857142857142858
,250,Sep,7,25.1,88,22.9,35.1,13.857142857142858
,251,Sep,8,27.9,79.9,23.8,7.1,13.857142857142858
,252,Sep,9,28.5,76.6,24.1,0.6,13.857142857142858
,253,Sep,10,27.1,84.5,24,0.8,13.857142857142858
,254,Sep,11,26.1,90.3,24.4,67.9,13.857142857142858
,255,Sep,12,28.6,76,24,14.6,8.857142857142858
,256,Sep,13,29.5,73.5,24.1,0,8.857142857142858
,257,Sep,14,28.6,79.3,24.5,4.7,8.857142857142858
,258,Sep,15,28.5,79.1,24.5,5.6,8.857142857142858
,259,Sep,16,28.1,81.9,24.5,21.6,8.857142857142858
,260,Sep,17,28.6,82.5,25.3,9.5,8.857142857142858
,261,Sep,18,29,78.8,25.3,4.7,8.857142857142858
,262,Sep,19,28.6,79.4,24.7,3.6,13.714285714285714
,263,Sep,20,28.8,79.6,24.8,0,13.714285714285714
,264,Sep,21,29.3,75.1,24,4.2,13.714285714285714
,265,Sep,22,29.5,72,23.8,0.1,13.714285714285714
,266,Sep,23,29,78.6,24.8,1,13.714285714285714
,267,Sep,24,28.4,81.9,24.9,5.4,13.714285714285714
,268,Sep,25,27,86.1,24,13.4,13.714285714285714
,269,Sep,26,24.6,96.3,23.9,101.7,14.285714285714286
,270,Sep,27,25.1,94,23.9,79.2,14.285714285714286
,271,Sep,28,26.1,88,23.5,80.8,14.285714285714286
,272,Sep,29,25.9,89.3,23.6,25.5,14.285714285714286
,273,Sep,30,24.7,93.7,23.4,38.8,14.285714285714286
Oct,274,Oct,1,28.1,79,23.7,64.1,14.285714285714286
,275,Oct,2,28.6,79.9,24.9,0,14.285714285714286
,276,Oct,3,29.4,76.1,24.4,0,17.428571428571427
,277,Oct,4,28.3,79.8,24.4,0,17.428571428571427
,278,Oct,5,28.3,77.3,23.6,6.4,17.428571428571427
,279,Oct,6,28.3,80.5,24.4,3.9,17.428571428571427
,280,Oct,7,28.5,80.3,24.4,9,17.428571428571427
,281,Oct,8,28.6,78.1,23.9,0.4,17.428571428571427
,282,Oct,9,27.6,80.3,23.5,19.2,17.428571428571427
,283,Oct,10,28.6,76.3,23.9,0.1,21.571428571428573
,284,Oct,11,28.8,76.5,24,2.2,21.571428571428573
,285,Oct,12,28.1,79,23.8,24.2,21.571428571428573
,286,Oct,13,27.9,81,24,15.1,21.571428571428573
,287,Oct,14,27.5,84.1,24,54.2,21.571428571428573
,288,Oct,15,27.5,82.4,23.8,28.7,21.571428571428573
,289,Oct,16,27,84.6,24,5.6,21.571428571428573
,290,Oct,17,27.6,82.6,24,2.2,22.142857142857142
,291,Oct,18,26.6,85.5,24,2.1,22.142857142857142
,292,Oct,19,27.3,84.1,24.1,88.2,22.142857142857142
,293,Oct,20,27.4,83.6,24.1,1.1,22.142857142857142
,294,Oct,21,27.6,82.1,24,1.3,22.142857142857142
,295,Oct,22,27.5,84.6,24.3,0.4,22.142857142857142
,296,Oct,23,27.7,82.6,24,8.9,22.142857142857142
,297,Oct,24,28.2,82.5,24,4.2,26.0
,298,Oct,25,25.8,89.8,23.6,5.1,26.0
,299,Oct,26,26.8,78.8,22.6,0.5,26.0
,300,Oct,27,26.5,81.8,22.9,0,26.0
,301,Oct,28,27.3,77.3,23,0.4,26.0
,302,Oct,29,26.9,85.3,23.6,0,26.0
,303,Oct,30,26.8,85.4,24,4.4,26.0
,304,Oct,31,28,81.4,24.3,11.2,25.428571428571427
Nov,305,Nov,1,26.9,86,24.3,9.7,25.428571428571427
,306,Nov,2,26,87.5,23.4,9.2,25.428571428571427
,307,Nov,3,26.3,83.4,23.3,58.9,25.428571428571427
,308,Nov,4,27.1,83.4,23.9,0,25.428571428571427
,309,Nov,5,26.4,86.5,23.6,1.1,25.428571428571427
,310,Nov,6,26.8,82.6,23.3,17,25.428571428571427
,311,Nov,7,27.9,80.1,23.6,0.7,27.142857142857142
,312,Nov,8,27.3,82,23.8,4,27.142857142857142
,313,Nov,9,26.4,86.9,23.8,16,27.142857142857142
,314,Nov,10,27.6,84.4,24.5,2.5,27.142857142857142
,315,Nov,11,27.5,83.5,24.5,0,27.142857142857142
,316,Nov,12,27.5,85.3,24.5,0.7,27.142857142857142
,317,Nov,13,25.3,92.8,23.9,22,27.142857142857142
,318,Nov,14,26.3,84.6,23.4,46.6,33.142857142857146
,319,Nov,15,24.9,93.4,23.8,48.2,33.142857142857146
,320,Nov,16,26.6,86.9,24.1,38.8,33.142857142857146
,321,Nov,17,28.4,81.4,24.5,8.7,33.142857142857146
,322,Nov,18,28.5,78.4,24.1,0.4,33.142857142857146
,323,Nov,19,27.8,82.8,24.1,0,33.142857142857146
,324,Nov,20,28.1,78,23.5,15.7,33.142857142857146
,325,Nov,21,27.7,80.9,23.9,0,36.857142857142854
,326,Nov,22,27.4,83.5,24.1,0,36.857142857142854
,327,Nov,23,27.5,82.5,23.9,21.5,36.857142857142854
,328,Nov,24,27.4,81.3,23.5,21.6,36.857142857142854
,329,Nov,25,27.6,80.4,23.4,12.1,36.857142857142854
,330,Nov,26,28,77,23.5,16.4,36.857142857142854
,331,Nov,27,28.4,71.8,22.4,0,36.857142857142854
,332,Nov,28,26.7,84.3,23.7,0,37.142857142857146
,333,Nov,29,27.4,80.5,23.3,0.9,37.142857142857146
,334,Nov,30,25.1,86.8,22.6,0.9,37.142857142857146
Dec,335,Dec,1,27,85.9,24,22.9,37.142857142857146
,336,Dec,2,27.4,84.4,24.3,12,37.142857142857146
,337,Dec,3,28,80.5,24,0.2,37.142857142857146
,338,Dec,4,26.8,90.3,24.6,3.7,37.142857142857146
,339,Dec,5,27.1,86.6,24.3,11.1,45.142857142857146
,340,Dec,6,26.8,84.6,23.9,9.1,45.142857142857146
,341,Dec,7,26,89.4,24,10,45.142857142857146
,342,Dec,8,25.6,91.6,24.1,53.5,45.142857142857146
,343,Dec,9,26.6,86,24,39.5,45.142857142857146
,344,Dec,10,26.8,89,24.9,19.3,45.142857142857146
,345,Dec,11,27.3,84.3,24,2.1,45.142857142857146
,346,Dec,12,27.6,85.4,24.4,2.6,24.857142857142858
,347,Dec,13,28.1,82.3,24.5,20.4,24.857142857142858
,348,Dec,14,27.1,82.6,23.6,14.2,24.857142857142858
,349,Dec,15,28.1,78,23.9,2.8,24.857142857142858
,350,Dec,16,27.3,80,23.3,32.1,24.857142857142858
,351,Dec,17,27.5,81.5,23.8,0,24.857142857142858
,352,Dec,18,26,87.8,23.8,4.5,24.857142857142858
,353,Dec,19,25.7,86.1,23.3,8,20.285714285714285
,354,Dec,20,28.1,77.5,23.5,57.5,20.285714285714285
,355,Dec,21,27.8,78.5,23.1,0,20.285714285714285
,356,Dec,22,28,69.3,21.4,0,20.285714285714285
,357,Dec,23,27.8,63.9,19.9,0,20.285714285714285
,358,Dec,24,27.6,66.8,20.8,0,20.285714285714285
,359,Dec,25,28,67.4,21.3,0,20.285714285714285
,360,Dec,26,28.3,71,22.3,0,43.0
,361,Dec,27,26.6,83.4,23.5,1,43.0
,362,Dec,28,27.6,83.4,24.1,2.6,43.0
,363,Dec,29,26.6,85.1,23.6,0,43.0
,364,Dec,30,28,75.1,22.8,4.9,43.0
,365,Dec,31,28.5,72.5,22.8,0,43.0
Jan,1,Jan,1,27.1,79.9,23,0,43.0
2016,2,Jan,2,27,81.1,23.3,5.5,39.857142857142854
,3,Jan,3,28.1,70.6,22.1,4,39.857142857142854
,4,Jan,4,28.4,75.1,23.4,0,39.857142857142854
,5,Jan,5,27.9,79.9,23.8,0,39.857142857142854
,6,Jan,6,26.5,83.4,23.3,0.4,39.857142857142854
,7,Jan,7,27.9,74.8,22.8,20.6,39.857142857142854
,8,Jan,8,27,74.2,21.8,0,39.857142857142854
,9,Jan,9,29.4,66,22.2,0,46.857142857142854
,10,Jan,10,28.6,71.1,22.6,0,46.857142857142854
,11,Jan,11,28.4,68.6,21.8,0,46.857142857142854
,12,Jan,12,26.7,71.5,21.2,0,46.857142857142854
,13,Jan,13,28,66.9,20.9,0,46.857142857142854
,14,Jan,14,26.6,66.3,19.3,0,46.857142857142854
,15,Jan,15,26.4,73.4,21.2,0,46.857142857142854
,16,Jan,16,28,72.2,22.3,0,67.42857142857143
,17,Jan,17,27.5,74,22.1,0,67.42857142857143
,18,Jan,18,27.3,77.1,22.6,0,67.42857142857143
,19,Jan,19,28,77.6,23.3,0,67.42857142857143
,20,Jan,20,28.5,78.4,24.1,0,67.42857142857143
,21,Jan,21,28.4,79.6,24.3,0,67.42857142857143
,22,Jan,22,28.6,74.6,23.4,0,67.42857142857143
,23,Jan,23,28.3,81,24.3,0,66.57142857142857
,24,Jan,24,28.1,79.8,23.8,2.4,66.57142857142857
,25,Jan,25,27.9,80.4,24,0,66.57142857142857
,26,Jan,26,28.6,76.3,23.4,33.2,66.57142857142857
,27,Jan,27,27.8,64.9,20.4,0,66.57142857142857
,28,Jan,28,27.1,75.6,22.4,0,66.57142857142857
,29,Jan,29,27,73.6,21.8,0,66.57142857142857
,30,Jan,30,27,68.8,20.4,0,50.57142857142857
,31,Jan,31,26.5,71.9,21.1,0,50.57142857142857
Feb,32,Feb,1,28,70.3,21.6,0,50.57142857142857
,33,Feb,2,26.9,65.1,19.6,0,50.57142857142857
,34,Feb,3,27.5,65,19.6,0,50.57142857142857
,35,Feb,4,28.1,64.4,20.4,0,50.57142857142857
,36,Feb,5,27.8,69,21.5,0,50.57142857142857
,37,Feb,6,29,69,22.6,0,50.142857142857146
,38,Feb,7,27.9,79.5,23.6,1.1,50.142857142857146
,39,Feb,8,28.6,77.4,24.3,0,50.142857142857146
,40,Feb,9,28.5,80.8,24.8,0,50.142857142857146
,41,Feb,10,25,69.5,24.6,5.5,50.142857142857146
,42,Feb,11,28.4,77.6,23.5,0,50.142857142857146
,43,Feb,12,28.4,74.1,23.3,0,50.142857142857146
,44,Feb,13,28.4,72.1,22.7,0,36.285714285714285
,45,Feb,14,28.4,74,23.3,0,36.285714285714285
,46,Feb,15,27.1,84.1,23.4,0,36.285714285714285
,47,Feb,16,28.1,68.1,21.4,25,36.285714285714285
,48,Feb,17,28.5,74.8,22.9,0.4,36.285714285714285
,49,Feb,18,28,81.1,24,14.5,36.285714285714285
,50,Feb,19,27.9,81.4,24.1,4.4,36.285714285714285
,51,Feb,20,28.2,82.2,24.3,6.9,41.0
,52,Feb,21,28.6,78.2,24.1,1.9,41.0
,53,Feb,22,29.4,74.5,23.8,0,41.0
,54,Feb,23,28.5,73.6,22.6,0,41.0
,55,Feb,24,28.9,68.3,22.1,0,41.0
,56,Feb,25,27.1,81.8,23.3,0,41.0
,57,Feb,26,28.8,74.3,23.1,8,41.0
,58,Feb,27,29.6,72.9,23.7,0,28.714285714285715
,59,Feb,28,29.3,71.9,23.5,0,28.714285714285715
,60,Feb,29,29,76.9,23.9,0,28.714285714285715
Mar,61,Mar,1,29.4,72.3,23.6,0.3,28.714285714285715
,62,Mar,2,29.6,71.6,23.6,0,28.714285714285715
,63,Mar,3,29.6,69.8,23.5,0,28.714285714285715
,64,Mar,4,30.1,72.3,24.3,0,28.714285714285715
,65,Mar,5,30,74,24.6,0,24.428571428571427
,66,Mar,6,26.1,64.6,22.4,0,24.428571428571427
,67,Mar,7,29.4,75.9,24.6,0,24.428571428571427
,68,Mar,8,29.4,76.1,24.3,0.2,24.428571428571427
,69,Mar,9,29.4,76.3,24.6,0.6,24.428571428571427
,70,Mar,10,29.6,76.4,24.9,0,24.428571428571427
,71,Mar,11,29.4,79.1,25.3,0.1,24.428571428571427
,72,Mar,12,29.6,76.7,24.9,12.5,26.571428571428573
,73,Mar,13,29.6,73.8,24.1,0,26.571428571428573
,74,Mar,14,29.6,72.9,24,0,26.571428571428573
,75,Mar,15,29.6,74.5,24.3,0,26.571428571428573
,76,Mar,16,29.5,74.9,24,0.5,26.571428571428573
,77,Mar,17,30.1,73.8,24.6,0,26.571428571428573
,78,Mar,18,30.1,73.5,24.4,0,26.571428571428573
,79,Mar,19,29.9,71.4,23.9,0,24.857142857142858
,80,Mar,20,29.8,63.6,20.8,0,24.857142857142858
,81,Mar,21,29.4,75.3,24.1,0,24.857142857142858
,82,Mar,22,30,71.8,24,0,24.857142857142858
,83,Mar,23,29.8,70.5,23.7,0,24.857142857142858
,84,Mar,24,29.9,74,24.6,0,24.857142857142858
,85,Mar,25,29.9,71,23.8,0,24.857142857142858
,86,Mar,26,30.9,69.6,24.1,0,2.857142857142857
,87,Mar,27,30.1,71.5,24.1,0,2.857142857142857
,88,Mar,28,28,80.9,24.1,0.7,2.857142857142857
,89,Mar,29,28.8,76.5,23.8,32.4,2.857142857142857
,90,Mar,30,28.3,76.3,23.4,3.8,2.857142857142857
,91,Mar,31,29.4,75.1,24.5,0.4,2.857142857142857
Apr,92,Apr,1,28.5,77.4,23.5,12.6,2.857142857142857
,93,Apr,2,29.5,70.5,23.4,3.2,19.428571428571427
,94,Apr,3,30,71.6,24,0,19.428571428571427
,95,Apr,4,29.5,74.9,24.1,0,19.428571428571427
,96,Apr,5,29.9,75.1,24.6,0,19.428571428571427
,97,Apr,6,29.1,75.8,24,49.6,19.428571428571427
,98,Apr,7,29.8,75.3,24.8,0,19.428571428571427
,99,Apr,8,29.8,78,25.3,0,19.428571428571427
,100,Apr,9,30.1,76,25.6,43.5,8.571428571428571
,101,Apr,10,29.5,78.3,25,0.7,8.571428571428571
,102,Apr,11,30.3,73.6,24.9,0,8.571428571428571
,103,Apr,12,30.8,74.5,25.6,0.6,8.571428571428571
,104,Apr,13,30.6,77.9,26.4,2.6,8.571428571428571
,105,Apr,14,29.9,81.3,26.3,0.4,8.571428571428571
,106,Apr,15,29,80.1,25.4,7.3,8.571428571428571
,107,Apr,16,30.6,75.3,25.6,5.3,23.0
,108,Apr,17,29,79.5,24.8,0,23.0
,109,Apr,18,30,75.3,25.1,0.1,23.0
,110,Apr,19,27.6,87.5,25.1,0.3,23.0
,111,Apr,20,28.4,84.5,25.3,60.2,23.0
,112,Apr,21,28.8,82.4,24.9,11.4,23.0
,113,Apr,22,30,76,25.4,12.8,23.0
,114,Apr,23,31,75,26.3,0,27.428571428571427
,115,Apr,24,31.1,70.5,25,0.6,27.428571428571427
,116,Apr,25,31.5,70.3,25.3,0,27.428571428571427
,117,Apr,27,30.3,73.3,24.3,1.7,27.428571428571427
,118,Apr,28,30.1,71.4,23.8,0.1,27.428571428571427
,119,Apr,29,30.3,73,24.6,0,27.428571428571427
,120,Apr,30,28.7,81.7,24.4,0,27.428571428571427
May,121,May,1,28.6,79.8,24.5,48.9,8.285714285714286
,122,May,2,30,76,25.4,0,8.285714285714286
,123,May,3,29.4,78.8,25.3,0,8.285714285714286
,124,May,4,29.3,80.1,25.3,17.2,8.285714285714286
,125,May,5,29.4,80.8,25.5,16.9,8.285714285714286
,126,May,6,28.6,80.5,25.1,30.6,8.285714285714286
,127,May,7,29,80.4,24.9,0,8.285714285714286
,128,May,8,28.3,84.4,25,43.1,5.571428571428571
,129,May,9,27.4,86.9,24.3,17.8,5.571428571428571
,130,May,10,28.3,81.6,24.4,4.6,5.571428571428571
,131,May,11,27.1,85.8,24.4,31.9,5.571428571428571
,132,May,12,27,85.4,24.1,43.2,5.571428571428571
,133,May,13,28.1,71,21.1,3.6,5.571428571428571
,134,May,14,28.3,85.3,25.4,1.2,5.571428571428571
,135,May,15,25.5,92.9,24,70.8,7.142857142857143
,136,May,16,26.2,91.2,24.6,190.8,7.142857142857143
,137,May,17,27.9,83.4,24.7,35.2,7.142857142857143
,138,May,18,29.7,77.9,25.3,14.6,7.142857142857143
,139,May,19,28.5,83.4,25.3,4,7.142857142857143
,140,May,20,29.4,78.1,25.1,16.1,7.142857142857143
,141,May,21,28.7,87.1,26.4,6.8,7.142857142857143
,142,May,22,29.8,82.4,26.4,10.8,8.714285714285714
,143,May,23,29.9,82.9,26.7,7.4,8.714285714285714
,144,May,24,29.3,80.9,25.8,5.5,8.714285714285714
,145,May,25,29.6,77.7,25.3,0.5,8.714285714285714
,146,May,26,30.1,76.9,26.1,7.2,8.714285714285714
,147,May,27,27.7,85.9,25,4.1,8.714285714285714
,148,May,28,26.9,73.7,20.9,108.3,8.714285714285714
,149,May,29,28.4,81.9,25.1,10.9,13.571428571428571
,150,May,30,28.6,81.4,25,0.9,13.571428571428571
,151,May,31,28.4,85.6,25.9,17.1,13.571428571428571
Jun,152,Jun,1,29,81,25.7,16.9,13.571428571428571
,153,Jun,2,30.2,77.3,26,4.2,13.571428571428571
,154,Jun,3,29.9,76.7,25.6,1.2,13.571428571428571
,155,Jun,4,28.4,85.3,26.1,5.6,13.571428571428571
,156,Jun,5,29.6,77.5,25.1,7.4,9.571428571428571
,157,Jun,6,29.7,76.1,25.1,0.4,9.571428571428571
,158,Jun,7,27.3,86.4,24.8,0.2,9.571428571428571
,159,Jun,8,27.8,82.4,24,33.2,9.571428571428571
,160,Jun,9,28.2,82.8,24.7,17.7,9.571428571428571
,161,Jun,10,28.5,80.5,24.8,19.6,9.571428571428571
,162,Jun,11,29.1,78.6,25.1,12.3,9.571428571428571
,163,Jun,12,29.3,80.3,25.1,0.7,12.0
,164,Jun,13,29.4,75.4,24.5,38.7,12.0
,165,Jun,14,29.6,75.8,24.9,0,12.0
,166,Jun,15,29.9,74,24.4,0,12.0
,167,Jun,16,29.3,78.3,25,0,12.0
,168,Jun,17,28.5,79.6,24.6,6.9,12.0
,169,Jun,18,28.4,80.1,24.3,6.9,12.0
,170,Jun,19,28.6,75.1,23.6,2,35.57142857142857
,171,Jun,20,28.5,76,23.8,0,35.57142857142857
,172,Jun,21,28.4,74.9,23,0.6,35.57142857142857
,173,Jun,22,28.8,72.8,23.3,0,35.57142857142857
,174,Jun,23,28.5,72.9,23.1,0,35.57142857142857
,175,Jun,24,28.8,73.3,23.5,0,35.57142857142857
,176,Jun,25,29,71.6,23.1,0,35.57142857142857
,177,Jun,26,28.1,81.7,24.6,0,50.142857142857146
,178,Jun,27,28.9,80,25,0,50.142857142857146
,179,Jun,28,28.6,79.8,24.8,0,50.142857142857146
,180,Jun,29,29,81.1,25.8,0,50.142857142857146
,181,Jun,30,29.1,77.4,24.6,0,50.142857142857146
Jul,182,Jul,1,29.1,77.4,24.6,0,50.142857142857146
,183,Jul,2,29.3,76.8,24.8,0,50.142857142857146
,184,Jul,3,29.3,73.3,23.9,0,41.857142857142854
,185,Jul,4,29.1,73.5,23.6,0,41.857142857142854
